obsid,species,colors,time,duration,attempts,Rinter,Rintra,Iinter,Iintra,Notes,Successes,Observer,Sex,birdid,Colony,Date,Juv,Time of Day
,Phleg,unb,,00:00:01,0,0,0,0,0,,0,AS,Unknown,Punb,Kathy,06/04/2007,Yes,AM
,Phleg,pp-s,,00:00:02,2,0,0,0,0,,1,AS,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,UNB,,00:00:04,4,0,0,0,0,,1,AS,Unknown,PUNB,Kathy,06/04/2007,Yes,AM
,Phleg,UNB,,01:50:00,2,0,0,0,0,,0,AS,Unknown,PUNB,Kathy,06/04/2007,Yes,AM
,Phleg,UNB,,01:33:00,1,0,0,0,0,,1,AS,Unknown,PUNB,Kathy,06/04/2007,,AM
,Phleg,pp-s,,01:00:00,1,0,0,0,0,,1,AS,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,unb,,01:11:00,1,0,0,0,0,,1,AS,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,01:02:00,2,0,0,0,0,,0,AS,Unknown,Punb,Kathy,06/04/2007,Yes,AM
,Phleg,unb,,01:00:00,2,0,0,0,0,,2,AS,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,01:20:00,2,0,0,0,0,,1,,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,01:19:00,0,0,0,0,0,,0,,Unknown,Punb,Kathy,06/04/2007,Yes,AM
,Phleg,unb,,01:22:00,1,0,0,0,0,,1,,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,01:20:00,1,0,0,0,0,,1,,Unknown,Punb,Kathy,06/04/2007,Yes,AM
,Phleg,UNB,,01:32:00,0,0,0,0,0,,0,,Unknown,PUNB,Kathy,06/04/2007,Yes,AM
,Phleg,pp-s,,01:35:00,1,0,0,0,0,,1,,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,pp-s,,04:35:00,6,0,0,0,1,,3,,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,unb,,04:40:00,3,0,0,0,1,displaced pp-s,2,,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,unb,,03:23:00,4,0,0,0,0,,3,,Unknown,Punb,Kathy,06/04/2007,,AM
,Phleg,pp-s,,01:36:00,1,0,2,0,1,fighting with kids,1,,Unknown,Ppp-s,Kathy,06/04/2007,,AM
,Phleg,unb,,01:38:00,0,0,1,0,0,,0,,Unknown,Punb,Kathy,06/04/2007,Yes,AM
,Phleg,pp-s,,01:21:00,3,0,0,0,1,,1,,Unknown,Ppp-s,Kathy,06/04/2007,,PM
,Phleg,unb,,01:30:00,3,0,1,1,0,displaced rheg,1,,Unknown,Punb,Kathy,06/04/2007,,PM
,Phleg,pp-s,,01:09:00,0,0,0,0,0,,0,,Unknown,Ppp-s,Kathy,06/04/2007,,PM
,Phleg,pp-s,,03:21:00,2,0,0,0,0,,2,,Unknown,Ppp-s,Kathy,06/04/2007,,PM
,Phleg,pp-s,,02:03:00,0,0,0,0,0,,0,,Unknown,Ppp-s,Kathy,06/04/2007,,PM
,Phleg,unb,,01:06:00,1,0,0,0,0,,1,,Unknown,Punb,Kathy,06/04/2007,,PM
,Phleg,unb,,02:00:00,4,0,0,0,0,,3,,Unknown,Punb,Kathy,06/04/2007,,PM
,Phleg,unb,,01:06:00,1,0,1,0,0,replaced by juv,1,,Unknown,Punb,Kathy,06/04/2007,,PM
,Phleg,unb,,01:03:00,1,0,0,0,0,,1,,Unknown,Punb,Nelly,06/06/2007,,AM
,Phleg,unb,,00:52:00,4,0,0,1,0,displaced d. mer,1,,Unknown,Punb,Nelly,06/06/2007,,AM
,Phleg,unb,,01:41:00,1,0,0,0,0,,1,,Unknown,Punb,Nelly,06/06/2007,Yes,AM
,Phleg,unb,,01:55:00,1,0,0,0,0,,0,,Unknown,Punb,Chris,06/06/2007,Yes,AM
,Phleg,unb,,01:15:00,2,0,1,0,0,displaced by pp-s,0,,Unknown,Punb,Chris,06/06/2007,Yes,AM
,Phleg,unb,,01:49:00,1,0,0,1,0,,1,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,unb,,02:25:00,3,0,1,0,0,,1,,Unknown,Punb,Chris,06/06/2007,Yes,AM
,Phleg,unb,,02:32:00,3,0,0,0,1,displaced juv,2,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,pp-s,,04:01:00,3,0,0,0,1,displaced juv,3,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,unb,,01:42:00,2,0,0,0,0,,1,,Unknown,Punb,Chris,06/06/2007,Yes,AM
,Phleg,unb,,01:04:00,2,0,0,0,0,,2,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,unb,,01:06:00,0,1,0,0,0,displaced by psophoia,0,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,unb,,01:28:00,1,0,0,2,0,displaced a d.mer and woodcreeper,1,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,unb,,02:11:00,1,0,0,0,0,,0,,Unknown,Punb,Chris,06/06/2007,Yes,AM
,Phleg,unb,,01:17:00,1,0,0,0,0,,1,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,pp-s,,01:05:00,0,0,1,2,0,displaced rhegs,0,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,02:06:00,4,0,0,0,1,,0,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,02:22:00,3,0,0,1,0,displaced rheg,0,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,02:01:00,4,0,0,2,0,displaced rhegs,1,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,03:10:00,3,0,0,1,0,displaced rheg,1,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,unb,,03:55:00,2,0,0,0,2,displaced juvs,2,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,unb,,02:25:00,3,0,0,0,0,,0,,Unknown,Punb,Chris,06/06/2007,,AM
,Phleg,pp-s,,01:02:00,4,0,0,0,0,,2,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,02:15:00,4,0,0,0,0,,3,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,02:28:00,1,0,0,0,0,,0,,Unknown,Ppp-s,Chris,06/06/2007,,AM
,Phleg,pp-s,,01:36:00,2,0,0,1,0,displaced rheg,2,,Unknown,Ppp-s,Kathy,06/09/2007,,AM
,Phleg,s-pw,,01:16:00,0,0,0,3,0,2 d.mer 1 d. ful,0,,Unknown,Ps-pw,Kathy,06/09/2007,,AM
,Phleg,pp-s,,01:49:00,1,0,0,3,0,displaces d. mer,1,,Unknown,Ppp-s,Kathy,06/09/2007,,AM
,Phleg,g-ps,,01:16:00,2,0,0,0,0,,1,,Unknown,Pg-ps,Kathy,06/09/2007,,AM
,Phleg,pp-s,,02:37:00,2,0,1,0,0,,2,,Unknown,Ppp-s,Kathy,06/09/2007,,AM
,Phleg,unk,,02:00:00,0,0,0,0,0,,0,,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,wp-s,,01:05:00,1,0,0,0,0,,1,,Unknown,Pwp-s,Kathy,06/11/2007,Yes,AM
,Phleg,pp-s,,04:14:00,1,1,0,0,0,Displaced by D. Picum,1,,Unknown,Ppp-s,Kathy,06/11/2007,,AM
,Phleg,unk,,01:25:00,1,0,0,0,1,,0,,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,unk,,02:07:00,0,0,0,1,0,displaced fortis male,0,,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,__-s,,02:41:00,0,0,0,0,0,,0,,Unknown,P__-s,Kathy,06/11/2007,Yes,AM
,Phleg,p-rs,,01:16:00,1,0,0,0,0,,1,,Unknown,Pp-rs,Kathy,06/11/2007,Yes,AM
,Phleg,pp-s,,01:50:00,2,0,0,0,0,,0,,Unknown,Ppp-s,Chris,06/11/2007,,AM
,Phleg,pp-s,,01:07:00,1,0,0,2,0,displaced rhegs,1,,Unknown,Ppp-s,Kathy,06/09/2007,,AM
,Phleg,s-pw,,02:26:00,4,0,0,0,0,,4,,Unknown,Ps-pw,Kathy,06/09/2007,,AM
,Phleg,s-_p,,01:44:00,0,0,0,0,0,,0,AS,Unknown,Ps-_p,Kathy,06/11/2007,,AM
,Phleg,_p-s,,02:45:00,0,0,0,0,0,possibly wp-s,0,AS,Unknown,P_p-s,Kathy,06/11/2007,,AM
,Phleg,unk,,01:11:00,0,0,0,0,0,,0,AS,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,_p-s,,01:14:00,0,0,0,0,0,possibly wp-s,0,AS,Unknown,P_p-s,Kathy,06/11/2007,,AM
,Phleg,unk,,04:11:00,1,0,0,0,0,,1,AS,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,p-_s,,02:49:00,2,0,0,0,0,possibly p-rs,2,AS,Unknown,Pp-_s,Kathy,06/11/2007,,AM
,Phleg,unk,,01:19:00,2,0,0,0,0,,2,AS,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,unk,,02:43:00,0,0,0,0,0,,0,AS,Unknown,Punk,Kathy,06/11/2007,,AM
,Phleg,_-ps,,02:35:00,0,0,0,0,0,possibly wp-s,0,AS,Unknown,P_-ps,Kathy,06/11/2007,,AM
,Phleg,unk,,02:35:00,1,0,0,0,0,,0,AS,Unknown,Punk,Kathy,06/11/2007,,AM
,D. mer,rr-s,,01:28:00,3,0,0,0,0,,2,,Unknown,Drr-s,Chris,06/12/2007,,AM
,D. mer,rr-s,,01:24:00,3,0,0,0,0,,3,,Unknown,Drr-s,Chris,06/12/2007,,AM
,D. mer,rr-s,,02:00:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,06/12/2007,,AM
,D. mer,rr-s,,01:57:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,06/12/2007,,AM
,D. mer,rr-s,,02:08:00,0,0,0,0,0,,0,,Unknown,Drr-s,Chris,06/12/2007,,AM
,D. mer,unk,,00:52:00,1,0,0,0,0,,0,,Unknown,Dunk,Chris,06/12/2007,,AM
,D. mer,s-yw,,04:02:00,3,0,0,0,0,,1,,Unknown,Ds-yw,Kathy,06/12/2007,,AM
,D. mer,unb,,04:05:00,2,0,0,0,0,,0,,Unknown,Dunb,Sharon,06/13/2007,,PM
,Rheg,unb,,02:10:00,2,0,0,0,0,,1,,Male,Runb,Eliana,06/09/2007,,AM
,Rheg,unb,,02:26:00,3,0,0,0,0,,1,,Male,Runb,Eliana,06/09/2007,,AM
,Rheg,unb,,03:40:00,3,0,1,0,0,displaced by male,2,,Female,Runb,Eliana,06/09/2007,,AM
,Rheg,unb,,01:36:00,1,0,0,0,1,displaced female,1,,Male,Runb,Eliana,06/09/2007,,AM
,Rheg,unb,,02:14:00,3,0,0,0,1,displaced female,2,,Male,Runb,Eliana,06/09/2007,,AM
,Rheg,s-gp,,01:31:00,0,0,0,0,0,,0,,Male,Rs-gp,Chris,06/12/2007,,AM
,Rheg,s-go,,02:00:00,3,0,0,0,0,,1,,Male,Rs-go,Chris,06/12/2007,,AM
,Rheg,py-s,,00:51:00,1,0,0,0,0,,0,,Female,Rpy-s,Chris,06/12/2007,,AM
,Rheg,unb,,01:32:00,1,0,0,0,0,,1,,Male,Runb,Sharon,06/13/2007,,PM
,Rheg,unb,,01:42:00,1,0,0,0,0,,1,,Male,Runb,Sharon,06/13/2007,,PM
,Rheg,unb,,02:20:00,0,0,0,0,0,,0,,Male,Runb,Sharon,06/13/2007,,PM
,Rheg,unb,,00:51:00,1,0,0,0,0,,0,,Female,Runb,Sharon,06/13/2007,,PM
,Rheg,unb,,00:39:00,1,0,0,0,0,,0,,Male,Runb,Sharon,06/13/2007,,AM
,G. sal,s-gr,,02:08:00,0,1,0,0,0,displaced by rheg,0,,Female,Gs-gr,Chris,06/12/2007,,AM
,G. sal,s-yg,,01:59:00,3,0,0,0,0,,1,,Male,Gs-yg,Kathy,06/12/2007,,AM
,,,,,,0,0,0,0,,,,,,,,,
,M. fort,unb,,00:00:01,0,1,0,1,0,(i inter-Gymno) (r inter-Phleg),0,SKW,Male,Munb,Rani,06/14/2007,,AM
,M. fort,unb,,00:00:04,2,0,0,0,0,,1,SKW,Male,Munb,Rani,06/14/2007,,AM
,M. fort,unb,,00:00:03,2,0,0,0,0,,1,SKW,Male,Munb,Rani,06/14/2007,,AM
,M. fort,unb,,00:00:02,1,0,0,0,0,,1,SKW,Male,Munb,Rani,06/14/2007,,AM
,M. fort,unb,,00:00:02,2,0,0,1,0,rheg f,2,SKW,Female,Munb,Rani,06/14/2007,,AM
,M. fort,unb,,00:00:00,1,0,0,0,0,,1,SKW,Female,Munb,Rani,06/14/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,LC,Male,Munb,Rani,06/15/2007,,AM
,M. fort,unb,,00:00:00,1,0,0,0,0,,0,LC,Male,Munb,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:02,1,0,0,1,0,gymno,1,SKW,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:03,5,1,0,2,0,by fortis,4,SKW,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:01,1,0,0,0,0,,1,SKW,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unk,,00:00:01,3,0,0,0,0,,1,SKW,Male,Runk,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:01,0,0,0,0,0,,0,SKW,Female,Runb,Rani,06/14/2007,,AM
,Rheg,s-pp,,00:00:01,0,0,1,0,1,,0,,Female,Rs-pp,Rani,06/14/2007,,AM
,Rheg,s-pp,,00:00:01,1,0,0,0,0,,1,,Female,Rs-pp,Rani,06/14/2007,,AM
,Rheg,s-pp,,00:00:01,2,0,1,0,0,,2,,Female,Rs-pp,Rani,06/14/2007,,
,Rheg,s-pp,,00:00:01,0,0,0,0,0,,0,SKW,Female,Rs-pp,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:01,2,0,0,0,0,,2,,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:02,5,0,0,0,0,,4,,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:01,3,1,0,0,0,m.fortis female,2,SKW,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:01,1,0,0,0,0,,0,,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:02,0,0,0,0,0,,0,,Female,Runb,Rani,06/14/2007,,AM
,Rheg,unb,,00:00:01,4,0,0,0,0,,2,,Female,Runb,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:00,2,0,0,0,0,,0,,Female,Runb,Rani,06/15/2007,,AM
,Rheg,s-pp,,00:00:02,2,0,0,0,0,,1,,Female,Rs-pp,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:01,2,2,0,0,0,by phleg,0,,Female,Runb,Rani,06/15/2007,,AM
,Rheg,py-s,,00:00:01,2,2,0,0,0,by phleg,1,,Female,Rpy-s,Rani,06/15/2007,,AM
,Rheg,s-gw,,00:00:01,3,0,0,0,0,,1,,Male,Rs-gw,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:01,0,0,0,0,0,,0,,Male,Runb,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:01,3,0,0,0,0,,1,,Male,Runb,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:03,5,0,0,0,0,,1,,Female,Runb,Rani,06/15/2007,,AM
,Rheg,s-gw,,00:00:01,3,1,0,0,0,by pheg,0,,Male,Rs-gw,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:01,3,0,0,0,0,,1,,Female,Runb,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:01,2,0,1,0,0, s-gw,0,,Male,Runb,Rani,06/15/2007,,AM
,Rheg,unb,,00:00:01,3,0,0,0,0,,0,,Female,Runb,Rani,06/15/2007,,AM
,Rheg,s-gw,,00:00:01,2,0,1,0,0,,0,,Male,Rs-gw,Rani,06/15/2007,,AM
,Rheg,s-gw,,00:00:01,1,1,0,0,0,by a phleg,1,,Male,Rs-gw,Rani,06/15/2007,,AM
,Rheg,s-gp,,00:00:02,2,0,0,0,0,,1,,Male,Rs-gp,Rani,06/15/2007,,AM
,G. sal,s-gr,,00:00:01,2,1,0,0,0,by a rheg,1,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,unb,,00:00:01,1,0,0,0,0,,1,,Male,Gunb,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:03,6,0,0,0,0,,2,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,unb,,00:00:02,0,1,1,0,0,phleg,0,,Male,Gunb,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:03,1,0,0,0,0,,1,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:01,1,3,0,0,0,rheg,0,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:04,2,0,0,0,0,,2,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:02,3,1,0,0,0,rheg,2,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:01,1,0,0,0,0,,1,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:02,0,0,0,0,0,,0,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,s-gr,,00:00:01,0,0,0,0,0,,0,,Female,Gs-gr,Rani,06/14/2007,,AM
,G. sal,unb,,00:00:01,1,0,0,0,0,,1,,Male,Gunb,Rani,06/14/2007,Yes,AM
,G. sal,unb,,00:00:01,2,0,0,0,0,,0,,Male,Gunb,Rani,06/15/2007,,AM
,,,,,,0,0,0,0,,,,,,,,,
,M. fort,unb,,00:00:01,3,0,0,0,0,,3,,Female,Munb,Rani,06/15/2007,,PM
,M. fort,unb,,00:00:02,3,0,0,0,0,,0,,Female,Munb,Rani,06/15/2007,,PM
,M. fort,unb,,00:00:02,1,0,0,0,0,,1,,Female,Munb,Rani,06/15/2007,,PM
,M. fort,unb,,00:00:02,3,0,0,0,0,,2,,Male,Munb,Chris,06/16/2007,,PM
,M. fort,unb,,00:00:04,3,0,0,1,0,Rheg,0,,Male,Munb,Chris,06/16/2007,,PM
,M. fort,unb,,00:00:03,0,0,0,0,0,,0,,Unknown,Munb,Chris,06/18/2007,,PM
,M. fort,unb,,00:00:02,3,0,0,1,0,Gymno,1,,Male,Munb,Nelly,06/19/2007,,AM
,M. fort,unb,,00:00:02,5,0,0,1,0,rheg,4,,Male,Munb,Nelly,06/19/2007,,AM
,M. fort,unb,,00:00:01,2,0,0,0,0,,1,,Male,Munb,Nelly,06/19/2007,,AM
,M. fort,unb,,00:00:01,0,0,0,1,0,rheg,0,,Male,Munb,Nelly,06/19/2007,,AM
,M. fort,unb,,00:00:00,1,0,0,0,0,,1,,Male,Munb,Chris,06/19/2007,,AM
,M. fort,unb,,00:00:01,1,0,0,0,0,,1,,Male,Munb,Chris,06/19/2007,,AM
,M. fort,unb,,00:00:01,2,0,0,0,0,,1,,Female,Munb,Chris,06/19/2007,,AM
,M. fort,rr-s,,00:00:00,2,0,0,0,0,,1,,Female,Mrr-s,Chris,06/19/2007,,AM
,M. fort,unb,,00:00:01,2,0,0,0,0,,1,,Male,Munb,Chris,06/19/2007,,AM
,D. mer,s-gw,,00:00:01,0,0,0,0,0,,0,,Unknown,Ds-gw,Rani,06/15/2007,,PM
,D. mer,os-g,,00:00:01,0,1,0,0,0,D.picunis,0,,Unknown,Dos-g,Rani,06/15/2007,,PM
,D. mer,?,,00:00:03,0,0,0,0,0,,0,,Unknown,D?,Rani,06/15/2007,,PM
,D. mer,?,,00:00:01,1,0,0,0,0,,1,,Unknown,D?,Rani,06/15/2007,,PM
,D. mer,?w-?,,00:00:01,0,0,0,0,0,,0,,Unknown,D?w-?,Rani,06/15/2007,,PM
,,s-pb,,00:00:01,1,0,0,0,0,,1,,Unknown,s-pb,Rani,06/15/2007,,PM
,D. mer,??-s,,00:00:01,0,0,0,0,0,,0,,Unknown,D??-s,Rani,06/15/2007,,PM
,D. mer,rr-s,,00:00:05,3,1,0,0,0,by rheg male,3,,Unknown,Drr-s,Rani,06/15/2007,,PM
,D. mer,??-s,,00:00:01,0,0,0,0,0,,0,,Unknown,D??-s,Rani,06/15/2007,,PM
,D. mer,os-g,,00:00:04,0,0,0,0,0,,0,,Unknown,Dos-g,Rani,06/15/2007,,PM
,D. mer,s-wg/gw,,00:00:03,0,0,0,0,0,,0,,Unknown,Ds-wg/gw,Rani,06/15/2007,,PM
,D. mer,?,,00:00:04,0,0,0,0,0,,0,,Unknown,D?,Rani,06/15/2007,,PM
,D. mer,unb,,00:00:02,0,0,0,0,0,,0,,Unknown,Dunb,Rani,06/16/2007,,AM
,D. mer,unb,,00:00:01,1,1,0,0,0,by D. picunis,0,,Unknown,Dunb,Rani,06/16/2007,,AM
,D. mer,unb,,00:00:01,1,0,0,0,0,,0,,Unknown,Dunb,Rani,06/16/2007,,AM
,D. mer,rr-s,,00:00:00,1,0,0,0,0,,0,,Unknown,Drr-s,Rani,06/16/2007,,AM
,D. mer,rr-s,,00:00:02,0,0,0,0,0,,0,,Unknown,Drr-s,Rani,06/16/2007,,AM
,D. mer,?,,00:00:01,0,0,1,0,0,,0,,Unknown,D?,Chris,06/16/2007,,AM
,D. mer,s-yw,,00:00:01,1,0,0,0,0,,1,,Unknown,Ds-yw,Chris,06/16/2007,,AM
,D. mer,s-yw,,00:00:01,2,0,0,0,0,,1,,Unknown,Ds-yw,Chris,06/16/2007,,AM
,D. mer,s-yw,,00:00:01,0,0,0,0,0,,0,,Unknown,Ds-yw,Chris,06/16/2007,,AM
,D. mer,unb,,00:00:04,0,0,0,0,0,,0,,Unknown,Dunb,Kathy,06/18/2007,,AM
,D. mer,rr-s,,00:00:02,1,0,0,0,0,,1,,Unknown,Drr-s,Nelly,06/19/2007,,AM
,D. mer,rr-s,,00:00:01,1,0,0,0,0,,1,,Unknown,Drr-s,Nelly,06/19/2007,,AM
,D. mer,rr-s,,00:00:01,1,0,0,0,0,,1,,Unknown,Drr-s,Nelly,06/19/2007,,AM
,D. mer,unb,,00:00:01,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jean,06/19/2007,,AM
,D. mer,unb,,00:00:01,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jean,06/19/2007,,AM
,D. mer,unb,,01:08:00,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jean,06/19/2007,,AM
,M. fort,unb,,01:11:00,0,0,0,1,0,rheg,0,LC,Male,Munb,Chris,06/20/2007,,AM
,M. fort,rr-s,,03:06:00,1,0,0,0,0,,1,LC,Female,Mrr-s,Chris,06/20/2007,,AM
,M. fort,unb,,02:21:00,5,0,0,1,0,rheg,1,LC,Male,Munb,Chris,06/20/2007,,AM
,M. fort,unb,,03:45:00,0,0,0,0,0,,0,LC,Male,Munb,Chris,06/20/2007,,AM
,M. fort,unb,,01:11:00,1,0,0,0,0,,1,LC,Male,Munb,Chris,06/20/2007,,AM
,D. mer,unb,,01:10:00,1,0,0,0,0,,1,,Unknown,Dunb,Kathy,06/19/2007,,AM
,D. mer,os-g,,02:57:00,1,0,0,0,0,,1,,Unknown,Dos-g,Kathy,06/19/2007,,AM
,D. mer,unk,,02:00:00,0,0,0,0,0,,0,,Unknown,Dunk,Chris,06/19/2007,,AM
,D. mer,unk,,02:00:00,1,0,0,0,1,,1,,Unknown,Dunk,Chris,06/19/2007,,AM
,D. mer,unb,,00:34:00,1,0,0,1,0,D. ful,1,,Unknown,Dunb,Chris,06/19/2007,,AM
,D. mer,unb,,01:24:00,4,0,0,0,0,,2,,Unknown,Dunb,Chris,06/19/2007,,AM
,D. mer,s-p?,,01:00:00,1,0,0,0,0,,1,,Unknown,Ds-p?,Chris,06/19/2007,,AM
,D. mer,s-p?,,02:33:00,0,0,0,0,0,,0,,Unknown,Ds-p?,Chris,06/19/2007,,AM
,D. mer,s-p?,,01:52:00,0,0,0,0,0,,0,,Unknown,Ds-p?,Chris,06/19/2007,,AM
,D. mer,unk,,01:00:00,0,0,0,0,1,,0,,Unknown,Dunk,Rani,06/20/2007,,AM
,D. mer,unk,,01:07:00,1,0,0,0,0,,1,,Unknown,Dunk,Rani,06/20/2007,,AM
,D. mer,unk,,02:42:00,1,0,0,0,0,,1,,Unknown,Dunk,Kathy,06/21/2007,,AM
,D. mer,unk,,01:07:00,0,0,0,0,0,,0,,Unknown,Dunk,Kathy,06/21/2007,,AM
,Rheg,s-gw,,01:13:00,5,0,0,0,0,,4,,Male,Rs-gw,Rani,06/15/2007,,PM
,Rheg,s-gp,,01:13:00,1,2,0,0,0,fortis,1,,Male,Rs-gp,Chris,06/16/2007,,PM
,Rheg,s-gp,,04:50:00,0,0,0,0,0,,0,,Male,Rs-gp,Chris,06/16/2007,,PM
,Rheg,s-gp,,03:45:00,2,1,0,0,0,fortis,1,,Male,Rs-gp,Chris,06/16/2007,,PM
,Rheg,py-s,,02:33:00,3,1,0,0,0,fortis,2,,Female,Rpy-s,Chris,06/16/2007,,PM
,Rheg,s-gw,,01:00:00,3,0,0,0,0,,2,,Male,Rs-gw,Chris,06/16/2007,,AM
,Rheg,unk,,01:00:00,0,0,0,0,0,,0,,Male,Runk,Chris,06/16/2007,,AM
,Rheg,s-gw,,03:33:00,1,0,0,0,0,,1,,Male,Rs-gw,Chris,06/18/2007,,PM
,Rheg,s-gw,,02:20:00,0,0,0,0,0,,0,,Male,Rs-gw,Chris,06/18/2007,,PM
,Rheg,py-s,,01:37:00,3,1,0,0,0,phleg,1,,Female,Rpy-s,Chris,06/18/2007,,PM
,Rheg,s-gw,,01:43:00,1,0,0,0,0,,1,,Male,Rs-gw,Chris,06/18/2007,,PM
,Rheg,s-gw,,01:47:00,0,0,0,1,0,,0,,Male,Rs-gw,Chris,06/18/2007,,PM
,Rheg,unb,,02:03:00,2,0,0,0,0,,1,,Male,Runb,Nelly,06/19/2007,,AM
,Rheg,unb,,03:26:00,2,0,0,0,0,,2,,Male,Runb,Nelly,06/19/2007,,AM
,Rheg,unb,,02:46:00,1,0,0,0,0,,1,,Male,Runb,Nelly,06/19/2007,,AM
,Rheg,unb,,03:31:00,4,0,0,0,0,,4,,Male,Runb,Nelly,06/19/2007,,AM
,Rheg,unb,,02:45:00,1,0,0,0,0,,1,,Male,Runb,Nelly,06/19/2007,,AM
,Rheg,unb,,02:42:00,3,0,0,0,0,,2,,Female,Runb,Nelly,06/19/2007,,AM
,Rheg,s-gw,,01:38:00,5,0,0,0,0,,3,,Male,Rs-gw,Chris,06/18/2007,,AM
,Rheg,s-gw,,01:50:00,0,0,0,0,0,,0,,Male,Rs-gw,Chris,06/19/2007,,AM
,Rheg,s-gp,,01:51:00,3,0,0,0,0,,3,,Male,Rs-gp,Chris,06/19/2007,,AM
,Rheg,s-gw,,00:35:00,1,0,0,0,0,,1,,Male,Rs-gw,Chris,06/19/2007,,AM
,Rheg,s-gp,,02:02:00,0,0,0,0,0,,0,,Male,Rs-gp,Chris,06/19/2007,,AM
,Rheg,s-gw,,02:30:00,1,0,0,0,0,,0,,Male,Rs-gw,Chris,06/19/2007,,AM
,Rheg,s-gw,,01:11:00,1,0,0,0,0,,`1,,Male,Rs-gw,Chris,06/19/2007,,AM
,Rheg,s-gw,,00:53:00,2,0,0,0,0,,1,,Male,Rs-gw,Chris,06/19/2007,,AM
,Rheg,s-gp,,00:53:00,1,0,0,0,0,,1,,Male,Rs-gp,Chris,06/19/2007,,AM
