obsid,species,colors,time,duration,attempts,Rinter,Rintra,Iinter,Iintra,Notes,Successes,Observer,Sex,birdid,Colony,Date,Juv,Time of Day
,M. fort,rr-s,,0:46:00,2,0,0,0,0,,1,,Female,Mrr-s,Chris,6/19/07,,AM
,M. fort,unb,,1:32:00,2,0,0,0,0,,1,,Male,Munb,Chris,6/19/07,,AM
,D. mer,s-gw,,1:33:00,0,0,0,0,0,,0,,Unknown,Ds-gw,Rani,6/15/07,,PM
,D. mer,os-g,,1:00:00,0,1,0,0,0,D.picunis,0,,Unknown,Dos-g,Rani,6/15/07,,PM
,D. mer,?,,3:10:00,0,0,0,0,0,,0,,Unknown,D?,Rani,6/15/07,,PM
,D. mer,?,,1:45:00,1,0,0,0,0,,1,,Unknown,D?,Rani,6/15/07,,PM
,D. mer,?w-?,,1:09:00,0,0,0,0,0,,0,,Unknown,D?w-?,Rani,6/15/07,,PM
,,s-pb,,0:00:01,1,0,0,0,0,,1,,Unknown,s-pb,Rani,6/15/07,,PM
,D. mer,??-s,,1:30:00,0,0,0,0,0,,0,,Unknown,D??-s,Rani,6/15/07,,PM
,D. mer,rr-s,,5:39:00,3,1,0,0,0,by rheg male,3,,Unknown,Drr-s,Rani,6/15/07,,PM
,D. mer,??-s,,1:40:00,0,0,0,0,0,,0,,Unknown,D??-s,Rani,6/15/07,,PM
,D. mer,os-g,,4:07:00,0,0,0,0,0,,0,,Unknown,Dos-g,Rani,6/15/07,,PM
,D. mer,s-wg/gw,,3:40:00,0,0,0,0,0,,0,,Unknown,Ds-wg/gw,Rani,6/15/07,,PM
,D. mer,?,,4:46:00,0,0,0,0,0,,0,,Unknown,D?,Rani,6/15/07,,PM
,D. mer,unb,,2:05:00,0,0,0,0,0,,0,,Unknown,Dunb,Rani,6/16/07,,AM
,D. mer,unb,,1:04:00,1,1,0,0,0,by D. picunis,0,,Unknown,Dunb,Rani,6/16/07,,AM
,D. mer,unb,,1:45:00,1,0,0,0,0,,0,,Unknown,Dunb,Rani,6/16/07,,AM
,D. mer,rr-s,,0:49:00,1,0,0,0,0,,0,,Unknown,Drr-s,Rani,6/16/07,,AM
,D. mer,rr-s,,2:32:00,0,0,0,0,0,,0,,Unknown,Drr-s,Rani,6/16/07,,AM
,D. mer,?,,1:08:00,0,0,1,0,0,,0,,Unknown,D?,Chris,6/16/07,,AM
,D. mer,s-yw,,1:17:00,1,0,0,0,0,,1,,Unknown,Ds-yw,Chris,6/16/07,,AM
,D. mer,s-yw,,1:03:00,2,0,0,0,0,,1,,Unknown,Ds-yw,Chris,6/16/07,,AM
,D. mer,s-yw,,1:30:00,0,0,0,0,0,,0,,Unknown,Ds-yw,Chris,6/16/07,,AM
,D. mer,unb,,4:11:00,0,0,0,0,0,,0,,Unknown,Dunb,Kathy,6/18/07,,AM
,D. mer,rr-s,,2:19:00,1,0,0,0,0,,1,,Unknown,Drr-s,Nelly,6/19/07,,AM
,D. mer,rr-s,,1:08:00,1,0,0,0,0,,1,,Unknown,Drr-s,Nelly,6/19/07,,AM
,D. mer,rr-s,,1:38:00,1,0,0,0,0,,1,,Unknown,Drr-s,Nelly,6/19/07,,AM
,D. mer,unb,,1:23:00,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jean,6/19/07,,AM
,D. mer,unb,,1:27:00,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jean,6/19/07,,AM
,D. mer,unb,,1:08:00,0,0,0,0,0,,0,,Unknown,Dunb,Norma-Jean,6/19/07,,AM
,M. fort,unb,,1:11:00,0,0,0,1,0,rheg,0,LC,Male,Munb,Chris,6/20/07,,AM
,M. fort,rr-s,,3:06:00,1,0,0,0,0,,1,LC,Female,Mrr-s,Chris,6/20/07,,AM
,M. fort,unb,,2:21:00,5,0,0,1,0,rheg,1,LC,Male,Munb,Chris,6/20/07,,AM
,M. fort,unb,,3:45:00,0,0,0,0,0,,0,LC,Male,Munb,Chris,6/20/07,,AM
,M. fort,unb,,1:11:00,1,0,0,0,0,,1,LC,Male,Munb,Chris,6/20/07,,AM
,D. mer,unb,,1:10:00,1,0,0,0,0,,1,,Unknown,Dunb,Kathy,6/19/07,,AM
,D. mer,os-g,,2:57:00,1,0,0,0,0,,1,,Unknown,Dos-g,Kathy,6/19/07,,AM
,D. mer,unk,,2:00:00,0,0,0,0,0,,0,,Unknown,Dunk,Chris,6/19/07,,AM
,D. mer,unk,,2:00:00,1,0,0,0,1,,1,,Unknown,Dunk,Chris,6/19/07,,AM
,D. mer,unb,,0:34:00,1,0,0,1,0,D. ful,1,,Unknown,Dunb,Chris,6/19/07,,AM
,D. mer,unb,,1:24:00,4,0,0,0,0,,2,,Unknown,Dunb,Chris,6/19/07,,AM
,D. mer,s-p?,,1:00:00,1,0,0,0,0,,1,,Unknown,Ds-p?,Chris,6/19/07,,AM
,D. mer,s-p?,,2:33:00,0,0,0,0,0,,0,,Unknown,Ds-p?,Chris,6/19/07,,AM
,D. mer,s-p?,,1:52:00,0,0,0,0,0,,0,,Unknown,Ds-p?,Chris,6/19/07,,AM
,D. mer,unk,,1:00:00,0,0,0,0,1,,0,,Unknown,Dunk,Rani,6/20/07,,AM
,D. mer,unk,,1:07:00,1,0,0,0,0,,1,,Unknown,Dunk,Rani,6/20/07,,AM
,D. mer,unk,,2:42:00,1,0,0,0,0,,1,,Unknown,Dunk,Kathy,6/21/07,,AM
,D. mer,unk,,1:07:00,0,0,0,0,0,,0,,Unknown,Dunk,Kathy,6/21/07,,AM
,Rheg,s-gw,,1:21:00,5,0,0,0,0,,4,,Male,Rs-gw,Rani,6/15/07,,PM
,Rheg,s-gp,,1:13:00,1,2,0,0,0,fortis,1,,Male,Rs-gp,Chris,6/16/07,,PM
,Rheg,s-gp,,4:50:00,0,0,0,0,0,,0,,Male,Rs-gp,Chris,6/16/07,,PM
,Rheg,s-gp,,3:45:00,2,1,0,0,0,fortis,1,,Male,Rs-gp,Chris,6/16/07,,PM
